"","mol_mrna_M1_TF1","mol_mrna_M1_TF2","mol_mrna_M1_TF3","mol_mrna_M1_TF4","mol_mrna_M1_TF5","mol_mrna_M1_TF6","mol_mrna_M1_TF7","mol_mrna_M1_TF8","mol_mrna_M1_TF9","mol_mrna_M1_TF10","mol_mrna_M1_TF11","mol_mrna_M2_TF1","mol_mrna_M2_TF2","mol_mrna_M2_TF3","mol_mrna_M2_TF4","mol_mrna_M3_TF1","mol_mrna_M3_TF2","mol_mrna_M3_TF3","mol_mrna_M3_TF4","mol_mrna_M3_TF5","mol_mrna_M4_TF1","mol_mrna_M4_TF2","mol_mrna_M5_TF1","mol_mrna_M5_TF2","mol_mrna_M5_TF3","mol_mrna_Target1","mol_mrna_Target2","mol_mrna_Target3","mol_mrna_Target4","mol_mrna_Target5","mol_mrna_Target6","mol_mrna_Target7","mol_mrna_Target8","mol_mrna_Target9","mol_mrna_Target10","mol_mrna_Target11","mol_mrna_Target12","mol_mrna_Target13","mol_mrna_Target14","mol_mrna_Target15","mol_mrna_Target16","mol_mrna_Target17","mol_mrna_Target18","mol_mrna_Target19","mol_mrna_Target20","mol_mrna_Target21","mol_mrna_Target22","mol_mrna_Target23","mol_mrna_Target24","mol_mrna_Target25","mol_mrna_Target26","mol_mrna_Target27","mol_mrna_Target28","mol_mrna_Target29","mol_mrna_Target30","mol_mrna_Target31","mol_mrna_Target32","mol_mrna_Target33","mol_mrna_Target34","mol_mrna_Target35","mol_mrna_Target36","mol_mrna_Target37","mol_mrna_Target38","mol_mrna_Target39","mol_mrna_Target40","mol_mrna_Target41","mol_mrna_Target42","mol_mrna_Target43","mol_mrna_Target44","mol_mrna_Target45","mol_mrna_Target46","mol_mrna_Target47","mol_mrna_Target48","mol_mrna_Target49","mol_mrna_Target50","mol_mrna_Target51","mol_mrna_Target52","mol_mrna_Target53","mol_mrna_Target54","mol_mrna_Target55","mol_mrna_Target56","mol_mrna_Target57","mol_mrna_Target58","mol_mrna_Target59","mol_mrna_Target60","mol_mrna_Target61","mol_mrna_Target62","mol_mrna_Target63","mol_mrna_Target64","mol_mrna_Target65","mol_mrna_Target66","mol_mrna_Target67","mol_mrna_Target68","mol_mrna_Target69","mol_mrna_Target70","mol_mrna_Target71","mol_mrna_Target72","mol_mrna_Target73","mol_mrna_Target74","mol_mrna_Target75","mol_mrna_Target76","mol_mrna_Target77","mol_mrna_Target78","mol_mrna_Target79","mol_mrna_Target80","mol_mrna_Target81","mol_mrna_Target82","mol_mrna_Target83","mol_mrna_Target84","mol_mrna_Target85","mol_mrna_Target86","mol_mrna_Target87","mol_mrna_Target88","mol_mrna_Target89","mol_mrna_Target90","mol_mrna_Target91","mol_mrna_Target92","mol_mrna_Target93","mol_mrna_Target94","mol_mrna_Target95","mol_mrna_Target96","mol_mrna_Target97","mol_mrna_Target98","mol_mrna_Target99","mol_mrna_Target100","mol_mrna_Target101","mol_mrna_Target102","mol_mrna_Target103","mol_mrna_Target104","mol_mrna_Target105","mol_mrna_Target106","mol_mrna_Target107","mol_mrna_Target108","mol_mrna_Target109","mol_mrna_Target110","mol_mrna_Target111","mol_mrna_Target112","mol_mrna_Target113","mol_mrna_Target114","mol_mrna_Target115","mol_mrna_Target116","mol_mrna_Target117","mol_mrna_Target118","mol_mrna_Target119","mol_mrna_Target120","mol_mrna_Target121","mol_mrna_Target122","mol_mrna_Target123","mol_mrna_Target124","mol_mrna_Target125","mol_mrna_Target126","mol_mrna_Target127","mol_mrna_Target128","mol_mrna_Target129","mol_mrna_Target130","mol_mrna_Target131","mol_mrna_Target132","mol_mrna_Target133","mol_mrna_Target134","mol_mrna_Target135","mol_mrna_Target136","mol_mrna_Target137","mol_mrna_Target138","mol_mrna_Target139","mol_mrna_Target140","mol_mrna_Target141","mol_mrna_Target142","mol_mrna_Target143","mol_mrna_Target144","mol_mrna_Target145","mol_mrna_Target146","mol_mrna_Target147","mol_mrna_Target148","mol_mrna_Target149","mol_mrna_Target150","mol_mrna_Target151","mol_mrna_Target152","mol_mrna_Target153","mol_mrna_Target154","mol_mrna_Target155","mol_mrna_Target156","mol_mrna_Target157","mol_mrna_Target158","mol_mrna_Target159","mol_mrna_Target160","mol_mrna_Target161","mol_mrna_Target162","mol_mrna_Target163","mol_mrna_Target164","mol_mrna_Target165","mol_mrna_Target166","mol_mrna_Target167","mol_mrna_Target168","mol_mrna_Target169","mol_mrna_Target170","mol_mrna_Target171","mol_mrna_Target172","mol_mrna_Target173","mol_mrna_Target174","mol_mrna_Target175","mol_mrna_Target176","mol_mrna_Target177","mol_mrna_Target178","mol_mrna_Target179","mol_mrna_Target180","mol_mrna_Target181","mol_mrna_Target182","mol_mrna_Target183","mol_mrna_Target184","mol_mrna_Target185","mol_mrna_Target186","mol_mrna_Target187","mol_mrna_Target188","mol_mrna_Target189","mol_mrna_Target190","mol_mrna_Target191","mol_mrna_Target192","mol_mrna_Target193","mol_mrna_Target194","mol_mrna_Target195","mol_mrna_Target196","mol_mrna_Target197","mol_mrna_Target198","mol_mrna_Target199","mol_mrna_Target200","mol_mrna_Target201","mol_mrna_Target202","mol_mrna_Target203","mol_mrna_Target204","mol_mrna_Target205","mol_mrna_Target206","mol_mrna_Target207","mol_mrna_Target208","mol_mrna_Target209","mol_mrna_Target210","mol_mrna_Target211","mol_mrna_Target212","mol_mrna_Target213","mol_mrna_Target214","mol_mrna_Target215","mol_mrna_Target216","mol_mrna_Target217","mol_mrna_Target218","mol_mrna_Target219","mol_mrna_Target220","mol_mrna_Target221","mol_mrna_Target222","mol_mrna_Target223","mol_mrna_Target224","mol_mrna_Target225","mol_mrna_Target226","mol_mrna_Target227","mol_mrna_Target228","mol_mrna_Target229","mol_mrna_Target230","mol_mrna_Target231","mol_mrna_Target232","mol_mrna_Target233","mol_mrna_Target234","mol_mrna_Target235","mol_mrna_Target236","mol_mrna_Target237","mol_mrna_Target238","mol_mrna_Target239","mol_mrna_Target240","mol_mrna_Target241","mol_mrna_Target242","mol_mrna_Target243","mol_mrna_Target244","mol_mrna_Target245","mol_mrna_Target246","mol_mrna_Target247","mol_mrna_Target248","mol_mrna_Target249","mol_mrna_Target250","mol_mrna_Target251","mol_mrna_Target252","mol_mrna_Target253","mol_mrna_Target254","mol_mrna_Target255","mol_mrna_Target256","mol_mrna_Target257","mol_mrna_Target258","mol_mrna_Target259","mol_mrna_Target260","mol_mrna_Target261","mol_mrna_Target262","mol_mrna_Target263","mol_mrna_Target264","mol_mrna_Target265","mol_mrna_Target266","mol_mrna_Target267","mol_mrna_Target268","mol_mrna_Target269","mol_mrna_Target270","mol_mrna_Target271","mol_mrna_Target272","mol_mrna_Target273","mol_mrna_Target274","mol_mrna_Target275","mol_mrna_Target276","mol_mrna_Target277","mol_mrna_Target278","mol_mrna_Target279","mol_mrna_Target280","mol_mrna_Target281","mol_mrna_Target282","mol_mrna_Target283","mol_mrna_Target284","mol_mrna_Target285","mol_mrna_Target286","mol_mrna_Target287","mol_mrna_Target288","mol_mrna_Target289","mol_mrna_Target290","mol_mrna_Target291","mol_mrna_Target292","mol_mrna_Target293","mol_mrna_Target294","mol_mrna_Target295","mol_mrna_Target296","mol_mrna_Target297","mol_mrna_Target298","mol_mrna_Target299","mol_mrna_Target300","mol_mrna_Target301","mol_mrna_Target302","mol_mrna_Target303","mol_mrna_Target304","mol_mrna_Target305","mol_mrna_Target306","mol_mrna_Target307","mol_mrna_Target308","mol_mrna_Target309","mol_mrna_Target310","mol_mrna_Target311","mol_mrna_Target312","mol_mrna_Target313","mol_mrna_Target314","mol_mrna_Target315","mol_mrna_Target316","mol_mrna_Target317","mol_mrna_Target318","mol_mrna_Target319","mol_mrna_Target320","mol_mrna_Target321","mol_mrna_Target322","mol_mrna_Target323","mol_mrna_Target324","mol_mrna_Target325","mol_mrna_Target326","mol_mrna_Target327","mol_mrna_Target328","mol_mrna_Target329","mol_mrna_Target330","mol_mrna_Target331","mol_mrna_Target332","mol_mrna_Target333","mol_mrna_Target334","mol_mrna_Target335","mol_mrna_Target336","mol_mrna_Target337","mol_mrna_Target338","mol_mrna_Target339","mol_mrna_Target340","mol_mrna_Target341","mol_mrna_Target342","mol_mrna_Target343","mol_mrna_Target344","mol_mrna_Target345","mol_mrna_Target346","mol_mrna_Target347","mol_mrna_Target348","mol_mrna_Target349","mol_mrna_Target350","mol_mrna_HK1","mol_mrna_HK2","mol_mrna_HK3","mol_mrna_HK4","mol_mrna_HK5","mol_mrna_HK6","mol_mrna_HK7","mol_mrna_HK8","mol_mrna_HK9","mol_mrna_HK10"
"237",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,36,33,16,37,33,30,15,15,34,10,21,4,7,0,0,13,5,3,3,20,0,5,20,0,11,23,0,11,30,0,19,0,0,23,23,14,12,10,12,28,17,1,29,20,26,34,16,19,32,15,24,3,8,0,16,29,0,28,28,26,26,29,27,34,19,1,37,20,25,17,25,31,0,39,40,14,18,21,38,16,29,1,25,1,22,0,27,0,10,21,28,0,1,16,9,23,20,37,2,4,0,25,24,14,0,18,26,45,37,28,18,34,3,18,19,19,19,23,31,21,29,10,23,14,0,27,24,0,20,23,20,43,0,25,28,0,0,1,12,0,5,2,10,24,19,35,0,19,5,26,7,11,8,3,16,6,6,3,5,16,6,10,16,34,1,23,0,1,5,33,2,0,30,0,0,0,0,14,2,11,12,30,19,14,14,4,19,17,2,13,16,19,17,19,13,19,20,27,26,19,14,7,7,16,2,23,26,9,7,9,4,4,10,21,24,3,16,1,0,27,6,29,21,18,24,22,0,0,26,25,13,4,10,6,12,20,8,15,6,10,24,13,4,21,9,16,4,16,12,15,12,17,1,14,9,43,16,19,17,22,12,21,9,1,40,27,18,0,20,32,0,0,30,21,29,0,1,18,30,17,7,4,18,6,12,17,30,8,16,11,21,13,24,4,16,21,1,28,23,1,34,1,37,18,26,30,13,18,2,4,9,2,4,3,45,15,7,12,17,10,6,2,14,4,16,7,0,20,4,0,3,0,12,0,10,1,4,11,0,5,33,23,0,20,0,1,16,11,7,16,24,10,10,5,19,36,13,20,21,17,0,16,0,19,33,25,31,8,2
"238",30,29,28,31,14,28,18,21,18,30,18,0,0,0,0,20,38,26,6,24,9,11,0,0,0,17,35,19,1,0,0,39,17,15,0,20,1,4,22,0,1,33,1,14,26,0,32,1,1,17,29,34,8,14,16,23,16,0,37,23,16,43,23,21,28,17,14,7,14,0,21,24,0,24,29,27,21,29,25,37,17,0,39,21,20,16,25,25,0,29,35,22,27,21,45,28,43,0,22,1,28,0,35,0,9,16,23,0,1,9,14,29,18,36,1,0,0,23,22,16,0,16,36,56,32,26,13,31,1,20,15,18,14,15,38,21,16,11,15,21,0,24,30,0,16,18,25,38,0,32,24,0,0,0,9,9,23,23,0,0,0,28,0,16,0,0,0,26,13,12,19,13,0,0,15,27,20,17,30,0,11,0,0,0,26,29,16,0,31,0,0,0,0,10,0,1,0,34,22,19,25,14,18,4,0,31,0,0,10,23,25,20,26,39,29,25,28,17,14,1,0,19,35,18,7,29,14,14,23,0,35,17,29,0,0,36,0,28,21,14,26,28,0,0,28,18,28,29,25,0,39,52,17,0,0,19,18,28,0,25,35,26,13,25,23,19,26,25,0,16,23,51,0,43,0,42,19,19,2,18,31,34,21,0,0,0,27,25,0,0,0,14,28,0,20,25,25,28,0,18,1,9,24,2,34,27,23,0,41,20,25,25,20,0,0,17,0,21,0,0,0,0,11,26,13,12,0,12,18,13,41,17,1,21,14,24,17,5,17,18,0,14,30,0,0,0,0,1,9,0,19,5,16,10,0,0,33,14,0,20,0,1,8,2,22,20,24,13,15,32,24,36,25,24,29,26,0,25,0,23,24,37,40,9,1
"239",5,16,16,9,3,4,6,2,3,10,5,0,0,0,0,21,28,25,13,20,26,27,10,12,10,12,28,14,0,0,4,40,7,14,3,19,9,16,15,0,2,25,22,16,21,0,12,1,4,15,30,7,16,12,9,13,13,0,30,20,15,39,25,16,24,11,16,6,13,9,20,41,20,17,19,29,27,21,23,25,7,8,9,17,19,14,25,12,2,27,21,7,10,17,35,7,38,5,10,30,21,11,11,4,5,18,16,2,15,10,5,14,10,17,16,0,3,19,7,6,1,11,39,36,17,16,20,29,12,16,16,3,11,10,18,18,20,11,20,11,5,16,25,3,14,23,8,17,0,21,4,0,0,0,10,14,30,15,2,14,4,28,0,18,0,1,1,21,8,14,20,16,0,0,16,20,25,26,17,2,24,2,0,0,28,24,8,0,31,0,1,0,0,15,15,3,0,29,34,20,20,19,13,1,0,14,0,0,16,19,15,35,45,35,23,17,26,15,13,7,0,19,26,11,9,16,12,11,20,0,34,16,23,2,4,19,24,25,13,19,25,16,0,5,18,6,31,28,24,0,39,43,13,0,0,17,21,25,0,41,36,32,22,22,37,23,35,29,0,14,17,43,1,30,1,45,21,16,3,18,40,42,25,0,15,19,4,10,24,22,20,6,5,17,26,20,20,36,1,15,0,5,21,3,37,24,23,0,35,27,25,25,21,12,17,14,0,27,2,5,0,3,22,21,5,12,0,14,16,17,28,18,1,19,16,29,13,13,14,14,2,11,20,18,0,0,26,0,16,17,2,2,10,12,0,0,12,33,2,23,0,0,15,3,23,17,25,17,13,15,23,5,28,15,17,29,0,26,0,27,33,38,48,11,2
"240",39,31,37,14,19,21,15,22,19,22,15,0,0,0,0,27,31,43,11,30,23,15,1,1,0,15,26,23,2,0,0,43,14,11,2,18,0,1,24,0,10,25,1,16,29,0,32,0,0,23,26,29,15,17,18,17,16,0,39,23,18,37,23,17,34,25,15,3,13,0,7,30,0,20,32,23,21,31,17,56,14,0,34,27,11,9,31,31,0,30,45,25,17,18,37,29,39,0,14,2,27,0,27,0,12,22,19,0,0,32,16,22,11,37,1,0,0,24,23,13,0,27,23,24,22,34,20,25,1,26,18,26,18,20,34,31,21,13,14,14,1,15,26,0,16,29,20,42,0,22,21,0,0,1,16,17,34,12,0,1,0,20,0,12,0,6,0,18,20,20,12,22,0,0,16,22,20,20,24,3,22,3,0,0,20,31,6,0,23,0,0,0,0,14,0,6,0,32,25,18,19,24,17,1,0,25,0,0,20,28,19,23,34,33,26,14,41,11,19,6,0,18,30,16,14,21,6,14,16,0,28,18,19,1,1,27,2,16,13,13,13,21,0,0,28,27,29,23,32,0,40,32,5,2,0,16,19,21,0,34,27,25,17,30,34,25,32,35,0,13,22,46,1,28,0,34,18,24,1,17,30,32,24,0,2,0,36,29,1,2,0,9,9,3,22,23,22,14,0,20,1,5,26,1,27,29,34,0,32,27,27,19,8,0,0,19,0,16,0,0,0,0,13,24,5,9,0,14,16,15,25,17,0,24,24,24,19,10,23,17,0,18,31,3,0,0,0,0,10,0,20,1,15,14,0,0,35,28,1,22,0,0,13,4,25,17,25,12,6,34,26,40,29,18,33,25,0,22,0,24,23,39,37,17,2
"241",0,0,0,0,0,0,0,0,0,0,0,2,10,9,3,10,10,11,1,16,22,24,15,7,22,22,34,2,17,0,0,2,1,1,1,19,0,8,12,0,31,8,1,2,26,0,36,0,1,29,24,20,7,9,8,24,13,0,35,17,21,31,26,20,37,18,19,4,9,1,15,29,1,22,28,24,17,39,28,34,15,0,32,29,19,15,21,28,0,28,42,13,10,19,45,10,41,0,12,2,19,0,34,0,16,28,28,0,0,32,17,28,13,36,4,11,0,23,28,11,0,18,28,34,16,26,19,15,3,24,23,27,28,13,30,19,21,9,21,10,0,21,22,0,25,28,24,41,0,29,21,0,1,7,1,0,0,1,17,28,13,25,0,9,20,19,13,1,6,0,1,0,26,22,0,18,1,0,5,23,0,33,0,3,1,6,0,0,32,0,0,0,0,14,1,24,10,22,20,17,7,0,3,22,0,0,15,30,2,9,2,3,18,2,3,19,3,0,0,29,14,19,23,0,0,1,1,1,4,41,21,0,18,1,1,28,1,17,15,12,25,25,1,2,36,18,0,0,0,28,1,0,0,18,28,0,7,1,12,4,0,0,3,2,4,1,0,13,3,3,0,30,31,2,28,0,2,0,14,0,16,6,4,1,18,20,0,1,31,20,32,0,0,13,7,11,4,1,11,0,24,41,27,17,0,1,16,16,4,0,0,8,0,31,22,5,37,2,32,12,22,34,1,4,0,3,43,0,0,0,21,2,19,0,0,1,2,0,3,0,24,0,0,27,20,0,3,0,10,0,18,6,0,6,0,31,30,32,0,7,0,0,16,13,0,22,23,14,8,6,4,29,9,30,23,25,0,17,0,26,29,32,39,17,0
"242",0,0,0,0,0,0,0,0,0,0,0,6,9,8,3,6,5,6,0,13,18,28,9,14,24,21,31,0,15,0,0,1,1,1,2,25,0,8,15,0,35,6,8,1,36,0,32,0,2,29,24,17,13,15,18,28,11,0,30,20,22,28,23,27,38,21,22,9,8,0,18,27,1,26,25,26,20,36,24,27,12,3,28,24,15,17,29,29,0,34,27,13,8,20,47,12,34,0,14,4,15,1,41,1,16,28,23,0,2,25,15,23,14,31,8,8,0,18,21,11,0,22,30,38,13,25,27,22,4,21,17,22,31,9,26,17,22,14,26,14,0,19,22,2,25,32,26,25,0,25,27,1,2,9,0,0,0,0,11,31,13,20,0,8,21,25,16,1,4,0,0,0,27,23,0,10,0,0,3,26,0,26,0,7,1,4,0,1,23,0,0,0,0,14,0,19,21,11,14,14,4,0,0,28,1,0,23,36,1,3,0,2,19,2,3,19,1,1,0,37,17,15,26,0,0,1,0,2,3,38,25,0,14,0,0,23,5,18,14,13,16,28,1,1,38,17,0,0,0,20,1,0,0,17,28,0,5,0,13,1,0,0,1,1,4,1,0,9,8,0,0,25,27,1,27,0,1,0,12,0,13,2,4,4,19,21,0,1,31,18,26,0,0,17,4,9,3,0,15,0,29,37,25,16,0,1,16,16,3,0,0,5,0,29,18,9,33,2,32,16,31,28,1,3,0,1,37,0,0,0,11,1,21,0,0,1,2,0,3,0,29,0,0,26,10,0,2,0,7,0,13,4,0,6,0,33,33,37,0,3,0,0,19,11,0,22,13,11,9,5,3,35,12,22,28,19,0,16,0,25,35,29,41,14,2
"243",0,0,0,0,0,0,0,0,0,0,0,20,16,14,16,0,0,0,0,0,0,0,0,2,5,1,2,0,9,0,21,0,0,0,22,0,18,28,1,17,30,0,34,0,0,15,2,1,19,1,6,18,3,0,0,0,0,22,14,0,0,0,5,8,0,0,1,16,0,21,2,1,31,1,0,7,1,0,0,0,0,18,0,0,0,0,19,1,13,11,2,0,0,0,22,0,1,10,0,37,0,20,0,15,0,2,0,29,14,0,0,0,0,0,12,7,16,0,0,0,28,0,0,0,1,0,2,0,28,3,1,0,0,0,2,0,13,0,3,0,11,1,4,12,0,0,0,0,9,21,30,27,20,26,0,0,0,0,10,37,17,1,7,0,15,26,29,0,0,0,0,0,22,18,0,0,0,0,0,37,0,12,6,15,0,0,0,20,0,30,28,16,15,12,17,10,14,0,0,1,0,0,0,33,13,0,14,41,1,0,0,0,0,0,0,0,0,0,0,25,37,0,3,0,0,0,0,0,0,28,0,0,0,21,27,0,27,2,0,0,0,0,16,22,0,0,0,0,0,19,0,0,0,21,41,0,0,0,20,0,0,0,0,0,0,0,0,0,23,0,0,1,31,0,20,0,0,0,15,0,0,0,2,38,1,2,16,23,1,1,3,16,11,6,0,0,0,0,15,0,22,21,2,15,0,0,0,20,0,0,0,0,0,27,25,7,26,12,36,8,30,26,0,0,0,0,32,0,0,0,0,0,20,0,0,0,0,0,0,0,30,0,25,15,24,25,21,26,0,17,0,24,0,0,22,34,0,32,8,0,17,14,11,22,0,13,0,0,0,35,0,2,0,4,22,23,0,17,0,28,30,25,38,8,3
"244",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,45,34,10,34,24,37,17,16,34,7,29,3,6,0,0,27,8,10,1,15,1,10,21,0,10,27,6,13,32,0,33,0,0,15,22,22,8,10,12,22,17,0,37,19,19,29,24,19,32,24,27,8,11,0,12,29,2,18,32,23,26,38,35,45,14,1,24,30,21,10,22,19,0,34,39,19,13,22,21,18,39,2,29,1,20,1,24,1,15,22,21,0,0,24,11,17,13,33,2,6,1,12,27,10,0,16,39,29,36,21,19,27,1,23,22,25,19,20,23,24,24,12,14,15,2,17,41,1,17,21,19,42,0,27,18,0,0,3,11,7,12,2,10,30,11,23,0,13,2,6,1,18,10,8,13,10,7,8,2,18,10,6,15,20,1,21,0,1,6,26,0,0,29,0,0,0,0,14,4,18,10,24,16,23,11,6,14,9,0,7,3,7,15,19,6,13,23,16,17,27,13,10,2,11,4,19,24,3,0,5,2,2,11,15,18,3,27,1,1,29,3,21,14,24,24,10,1,0,35,26,16,6,12,1,32,23,8,20,0,18,12,11,1,40,12,16,16,23,29,23,19,22,1,26,15,40,3,29,13,34,18,27,6,5,27,30,16,0,18,19,0,2,27,20,18,1,1,17,29,19,14,12,21,3,8,22,26,7,22,9,20,8,28,10,16,25,5,24,16,12,22,18,20,12,16,28,14,15,4,2,7,3,12,10,29,10,6,3,16,9,4,2,19,9,8,7,2,28,12,0,7,1,10,3,4,1,2,5,0,4,30,26,0,18,0,0,15,21,17,17,29,15,8,8,12,40,28,24,29,23,0,22,0,23,20,30,39,17,2
"245",0,0,0,0,0,0,0,0,0,0,0,5,7,2,8,9,14,8,1,11,27,28,16,9,38,17,27,0,17,0,0,1,0,0,0,20,1,5,24,4,35,5,2,0,34,1,29,0,1,32,32,26,13,15,12,23,23,0,37,20,19,37,19,25,35,20,16,6,17,0,17,31,0,20,38,24,26,32,21,35,14,1,30,19,19,10,32,29,0,34,40,19,17,20,41,23,46,0,22,1,16,1,31,0,8,23,23,0,0,29,14,30,15,39,1,17,0,17,29,9,0,13,32,39,34,28,18,28,1,37,22,18,23,11,36,26,25,19,25,13,0,14,26,2,27,30,20,26,0,28,28,9,9,12,0,0,0,0,19,33,16,29,0,6,15,21,17,1,5,0,2,0,20,24,0,13,0,3,6,18,0,29,0,2,0,18,0,0,30,1,2,0,0,17,1,18,24,3,7,4,2,0,1,29,0,0,24,29,3,5,6,2,22,0,1,16,1,4,0,35,27,17,22,0,1,2,0,0,2,21,17,0,7,0,0,22,6,27,12,25,19,25,1,4,31,24,0,0,0,23,4,2,0,12,28,0,6,0,10,1,0,0,3,1,2,0,0,11,11,4,0,24,26,1,37,2,1,2,10,0,9,3,5,0,16,17,1,2,26,19,25,0,0,16,6,14,1,0,19,1,18,32,27,23,0,0,10,28,7,0,1,4,0,20,21,10,42,0,40,20,30,27,1,0,0,1,37,0,0,0,19,2,18,0,0,0,3,0,3,0,27,0,0,19,20,1,0,0,13,0,12,3,0,2,0,30,30,38,0,2,3,4,9,13,0,24,13,6,14,1,2,33,6,23,31,27,0,25,0,21,30,35,36,11,3
"246",0,0,0,0,0,0,0,0,0,0,0,23,26,19,17,0,0,0,0,0,2,2,15,10,30,4,12,0,11,0,20,0,0,0,14,0,13,19,0,15,30,0,25,0,4,3,12,0,10,6,18,19,3,2,3,1,6,20,28,4,4,16,19,20,6,4,12,13,3,9,9,3,31,7,9,15,20,7,13,14,3,21,3,7,1,7,19,5,6,14,4,0,1,6,36,6,10,13,1,28,0,10,6,25,1,5,3,8,15,7,0,1,0,6,22,3,7,5,0,1,10,5,5,8,10,5,21,3,22,8,18,3,3,0,12,11,13,3,3,6,9,9,12,11,0,5,4,1,0,23,34,20,21,24,0,0,0,0,25,31,15,4,0,0,20,29,24,1,0,0,0,0,18,27,0,1,0,0,1,20,0,18,11,7,0,1,0,13,4,21,27,10,13,14,3,9,8,0,0,2,0,0,1,29,10,0,12,49,0,0,0,0,4,0,0,3,0,0,0,28,43,0,7,0,0,0,0,0,0,26,11,0,0,15,18,1,38,15,0,3,2,3,10,34,3,0,0,0,0,21,0,0,0,14,33,0,1,0,20,0,0,0,0,0,0,0,0,0,15,0,0,9,24,0,19,0,0,1,14,0,2,0,0,26,11,7,4,7,16,23,16,4,1,12,0,0,0,0,25,0,17,27,10,22,0,1,1,25,0,0,0,0,0,22,27,5,38,2,29,26,23,31,0,0,0,0,36,0,0,0,1,0,27,0,0,0,0,0,0,0,27,0,2,18,22,18,7,7,1,2,4,11,0,0,21,34,2,20,2,0,31,11,17,21,0,29,0,0,5,26,0,24,0,18,32,22,0,21,0,30,28,36,45,20,5
"247",26,24,25,31,16,14,26,21,20,27,25,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,24,16,1,0,21,37,11,6,40,22,26,16,9,4,8,25,25,12,0,6,0,1,23,0,28,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,18,0,18,0,30,26,0,0,0,0,0,0,0,0,15,0,0,20,0,29,0,30,33,0,0,0,0,2,0,0,25,0,45,9,23,0,26,0,0,0,28,17,0,0,0,0,0,20,0,30,0,0,0,30,0,34,38,0,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,7,19,2,16,0,0,0,0,4,25,19,11,14,0,14,15,29,12,0,2,0,14,3,17,2,26,2,17,13,12,19,21,1,0,15,26,14,16,20,7,22,4,0,0,25,38,7,6,24,4,22,3,12,5,14,4,4,38,15,20,22,11,25,6,1,18,5,2,18,23,19,37,23,26,28,26,28,17,20,4,4,19,33,13,8,21,14,11,27,3,36,15,24,20,14,0,27,1,0,15,0,0,28,24,0,0,22,26,25,0,23,28,11,2,1,15,21,15,0,41,19,22,16,19,31,18,31,31,0,26,19,44,1,21,2,35,21,17,3,17,32,29,6,2,0,0,22,33,0,0,0,15,17,0,31,17,13,30,2,18,4,13,23,3,32,20,17,2,41,18,25,13,11,0,0,16,0,24,0,0,0,0,15,17,8,11,0,14,19,12,31,14,5,21,16,23,14,9,18,18,1,14,27,0,1,2,26,1,8,14,0,16,10,8,27,0,0,34,11,5,9,0,24,6,21,23,32,9,0,32,30,0,33,0,0,18,0,22,0,20,21,34,43,18,2
"248",10,13,11,11,6,11,4,7,7,12,9,0,0,0,0,31,38,23,13,38,25,21,6,6,13,11,36,13,0,0,0,31,13,14,1,22,0,3,18,0,3,28,3,18,35,0,32,0,1,28,19,27,19,12,14,17,32,0,38,17,18,40,20,23,33,18,14,1,8,0,21,24,0,29,39,32,25,37,24,39,15,1,43,18,18,11,31,24,0,29,47,14,10,17,37,36,50,1,16,1,20,1,22,0,23,22,24,0,2,25,9,24,17,35,0,0,0,15,27,10,1,23,28,29,30,32,19,27,0,18,17,21,27,18,29,19,14,12,15,16,0,20,22,0,18,22,15,23,0,23,20,0,0,0,18,14,28,14,1,18,1,29,0,22,0,1,6,18,12,15,20,21,0,0,12,25,13,23,25,0,17,0,0,0,24,30,6,0,36,0,0,0,0,13,0,4,1,29,24,23,21,21,29,3,0,21,3,1,16,22,29,26,21,32,24,16,34,15,18,2,0,21,25,15,7,22,6,11,28,0,36,15,31,1,2,30,1,22,20,18,22,21,0,0,31,22,36,24,18,0,42,43,15,1,0,17,13,26,0,36,30,23,20,30,26,14,23,22,0,15,23,36,0,26,0,34,26,16,2,10,27,40,20,0,12,19,8,14,21,24,11,4,4,16,37,18,20,32,0,14,0,9,19,3,20,28,19,0,30,21,20,20,16,2,11,16,0,21,0,0,0,0,13,24,9,11,0,21,25,11,34,23,0,23,20,23,13,15,18,23,0,14,15,14,0,0,0,2,13,0,16,3,13,12,0,0,38,13,0,13,0,0,10,5,25,25,24,16,10,23,21,37,28,22,24,40,0,22,0,25,26,47,40,11,4
