"","Burn1_TF1","Burn1_TF2","Burn1_TF3","Burn1_TF4","Burn1_TF5","Burn1_TF6","Burn1_TF7","Burn2_TF1","Burn2_TF2","Burn2_TF3","Burn2_TF4","Burn2_TF5","Burn2_TF6","Burn2_TF7","Burn2_TF8","Burn2_TF9","Burn2_TF10","Burn2_TF11","Burn2_TF12","Burn2_TF13","Burn2_TF14","Burn3_TF1","Burn3_TF2","Burn3_TF3","Burn3_TF4","Burn3_TF5","Burn3_TF6","Burn3_TF7","Burn3_TF8","Burn3_TF9","Burn4_TF1","Burn4_TF2","Burn4_TF3","Burn4_TF4","Burn4_TF5","Burn4_TF6","A1_TF1","A1_TF2","A2_TF1","A2_TF2","A3_TF1","A3_TF2","A3_TF3","A4_TF1","A5_TF1","A5_TF2","A6_TF1","A6_TF2","A6_TF3","A6_TF4","A6_TF5","B1_TF1","B1_TF2","B1_TF3","B2_TF1","B2_TF2","B2_TF3","B2_TF4","B2_TF5","B2_TF6","B2_TF7","B2_TF8","B2_TF9","B2_TF10","B2_TF11","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B3_TF5","B3_TF6","B3_TF7","B3_TF8","B3_TF9","B3_TF10","B3_TF11","B3_TF12","B3_TF13","B3_TF14","B3_TF15","B3_TF16","B3_TF17","B4_TF1","B4_TF2","B4_TF3","B4_TF4","B5_TF1","B5_TF2","C1_TF1","C2_TF1","C2_TF2","C2_TF3","C2_TF4","C2_TF5","C2_TF6","C3_TF1","C4_TF1","C4_TF2","C4_TF3","C4_TF4","C4_TF5","C4_TF6","C5_TF1","C5_TF2","C6_TF1","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell253",39,61,42,53,55,47,41,36,34,64,28,36,16,46,43,19,26,39,17,28,28,22,53,33,33,36,55,27,38,50,43,36,38,60,26,11,62,49,32,21,34,21,34,63,48,24,36,25,50,33,51,34,13,42,44,44,46,30,39,47,30,19,27,33,40,25,68,23,64,36,35,32,52,51,49,35,50,59,43,23,40,57,35,35,29,41,50,56,10,9,1,4,10,1,2,1,0,2,0,0,1,0,0,0,0,0,0,1,58,23,1,32,52,22,16,64,0,42,0,28,0,0,27,37,54,26,32,23,1,29,31,33,20,43,27,35,0,0,0,30,0,58,36,28,50,27,64,3,62,12,0,26,20,0,4,18,3,0,0,32,0,0,0,45,0,0,0,25,0,18,0,45,42,34,29,26,28,37,67,47,54,0,48,24,0,39,41,17,45,56,0,36,0,0,55,26,12,56,53,39,67,35,10,34,47,38,58,42,29,1,0,21,25,26,1,29,50,51,0,40,0,1,10,57,35,41,51,22,32,40,6,0,0,25,0,0,39,32,54,44,0,1,0,23,0,37,36,29,6,0,27,0,0,0,3,35,34,24,0,0,20,0,1,0,19,19,22,0,26,47,57,43,38,0,0,41,45,37,1,39,35,27,41,52,29,0,0,0,31,27,35,0,42,17,26,0,0,0,0,0,0,0,26,39,17,97,32,0,46,19,1,13,23,36,19,21,0,0,54,32,0,24,20,35,0,0,0,59,25,4,1,0,34,0,58,0,0,39,41,41,2,1,30,10,34,34,16,0,49,11,10,5,0,33,0,27,26,11,22,20,4,47,42,23,29,0,0,0,30,35,33,36,3,0,0,19,24,56,20,0,36,32,35,39,1,18,0,0,30,6,38,27,0,0,0,35,34,42,45,2,44,28,10,22,33,49,25,28,0,17,0,30,63,31,36,2,26,29,37,32,0,0,0,0,16,29,0,2,7,30,21,0,35,0,19,22,46,0,19,24,29,28,0,0,0,18,27,18,0,26,0,45,33,0,3,1,64,70,55,34,34,11,40,27,53
"cell254",81,71,54,65,51,64,67,41,22,92,23,45,30,31,61,25,43,42,19,52,23,23,62,60,41,66,61,49,36,63,60,44,46,52,60,12,0,1,1,0,3,17,14,43,43,42,45,28,47,21,47,64,24,36,47,29,48,48,24,44,25,48,36,78,33,38,78,37,68,65,39,34,83,56,81,52,48,72,67,26,42,102,25,46,63,54,61,68,27,24,14,41,44,42,26,3,41,41,26,46,43,51,0,0,31,1,0,0,58,43,0,30,69,33,50,44,0,55,0,40,0,0,44,41,48,19,61,25,3,45,15,39,4,67,49,62,0,0,0,26,0,59,37,49,76,38,73,4,60,23,0,34,20,0,0,8,9,55,0,47,38,41,0,1,7,3,0,28,0,12,0,45,54,45,30,49,55,30,77,58,1,0,41,40,0,36,35,20,60,52,1,40,0,0,76,40,18,59,68,41,56,79,50,38,75,43,66,45,18,2,1,23,35,94,0,27,44,75,0,71,0,6,2,75,50,69,66,32,40,56,19,21,0,15,0,0,1,37,62,45,1,0,0,36,0,78,45,2,48,23,6,63,0,23,41,9,44,27,72,50,20,23,47,54,0,31,42,0,27,77,85,43,30,0,0,50,58,50,3,61,36,0,49,53,37,1,0,0,24,31,58,29,44,19,34,24,4,13,71,14,40,41,0,65,32,86,68,0,58,31,1,14,34,77,10,0,50,58,71,50,29,22,31,42,0,0,1,70,42,0,1,0,53,35,0,54,52,35,60,55,0,0,66,35,45,61,39,0,78,20,59,85,34,51,0,54,19,11,95,42,1,48,68,40,58,0,0,2,38,56,60,62,0,40,43,0,1,59,23,0,62,39,26,48,0,25,0,0,56,82,49,0,32,97,31,0,27,54,25,0,71,46,29,37,33,59,52,32,0,39,0,30,72,28,62,7,38,39,70,28,0,0,14,3,42,51,0,6,3,28,23,0,48,0,42,44,60,59,27,60,10,11,38,51,33,28,43,40,57,27,8,58,54,59,0,0,59,60,39,48,53,27,57,60,44
"cell255",80,50,33,27,44,50,57,35,25,57,21,41,28,28,37,23,28,36,13,24,22,20,60,48,25,40,48,30,44,27,48,44,33,31,33,10,0,5,1,0,0,0,0,0,3,0,8,2,18,15,18,40,26,45,23,45,41,24,30,38,34,26,22,42,48,30,52,44,76,57,24,27,31,50,57,42,46,65,62,41,30,60,20,36,29,33,31,50,38,17,10,20,41,31,24,5,16,33,30,26,43,27,0,0,28,1,0,0,50,29,1,27,38,21,22,44,0,48,0,37,1,1,31,24,37,23,29,19,1,22,22,24,16,58,45,30,0,0,0,26,0,61,26,39,47,29,28,12,58,14,3,26,17,0,6,3,8,35,0,43,47,50,1,2,0,0,0,33,0,9,0,43,37,34,23,31,15,23,48,40,0,0,35,28,0,36,21,24,30,48,0,27,0,0,44,23,10,36,57,25,41,72,48,30,42,24,47,27,37,7,0,14,28,44,0,21,39,41,0,31,0,1,1,64,32,45,69,31,23,47,9,29,0,19,0,2,0,46,50,30,0,0,0,35,0,49,23,0,34,15,6,42,0,30,30,0,31,31,36,29,23,19,38,33,0,28,33,2,26,52,73,38,26,0,0,32,36,27,1,31,32,1,33,54,38,0,0,0,38,51,27,18,37,16,43,22,53,25,35,27,29,18,1,55,2,55,29,0,45,12,3,28,36,24,21,1,42,28,44,53,31,22,15,40,28,41,0,29,22,0,0,0,59,30,0,34,55,30,39,33,0,1,49,24,25,48,17,0,29,25,41,49,22,29,0,0,24,21,44,17,7,46,39,21,38,0,0,0,20,27,39,51,0,40,23,0,2,65,18,0,44,32,25,48,0,25,0,1,34,46,40,0,29,68,17,3,36,51,26,3,43,31,0,11,9,24,39,31,0,26,1,25,60,39,57,3,25,22,64,29,0,0,10,0,28,31,0,3,2,40,23,0,56,0,47,30,59,72,17,12,17,27,22,32,21,26,32,20,25,14,7,51,36,35,0,0,67,41,16,36,39,17,53,37,32
"cell256",59,43,46,36,53,44,52,54,26,80,48,54,18,39,76,28,29,37,25,24,26,28,53,38,37,45,39,31,34,59,59,31,31,44,37,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,2,0,0,0,0,1,0,0,0,1,0,1,1,3,37,34,19,13,13,30,46,15,32,3,34,40,42,31,68,53,0,2,27,17,0,10,20,21,38,23,31,26,7,44,1,27,0,36,0,41,33,11,2,0,0,19,6,8,6,32,6,53,50,12,35,20,43,22,6,40,21,4,38,5,68,1,6,22,26,1,13,0,17,2,25,21,0,27,40,57,0,0,6,0,0,23,0,16,0,28,59,39,28,42,34,22,59,19,0,35,3,19,39,3,0,0,1,2,26,0,0,0,44,28,13,51,74,37,75,41,24,37,33,32,48,1,5,14,26,0,19,41,10,0,0,6,43,55,0,1,29,29,26,42,61,29,34,45,41,26,0,23,33,34,1,32,42,44,0,0,34,26,0,45,33,0,42,16,3,47,52,36,37,3,17,33,32,32,17,24,31,25,1,26,36,0,9,62,8,24,0,27,54,50,46,26,2,53,23,0,24,38,38,2,0,0,42,46,35,17,57,0,51,22,29,40,61,17,37,50,0,47,0,64,57,0,50,32,7,18,36,46,14,3,39,40,44,39,24,24,31,37,38,48,0,2,0,32,13,26,0,28,0,26,46,7,44,13,50,0,50,29,39,67,15,30,0,34,42,40,31,39,0,0,0,10,0,0,44,5,0,1,0,21,17,38,3,0,42,0,53,37,56,1,2,33,23,0,37,0,0,0,0,25,0,30,40,59,36,0,37,56,25,0,4,30,0,13,0,0,0,0,0,0,27,24,0,0,20,26,76,45,53,3,28,46,41,24,0,0,62,0,20,24,61,10,11,23,27,0,50,1,0,0,0,68,0,17,23,25,41,45,15,20,0,1,55,0,5,53,50,22,0,0,55,45,31,24,50,30,27,52,45
"cell257",43,48,50,48,48,24,54,43,23,75,31,47,13,29,36,18,37,35,16,29,23,24,58,39,30,53,44,19,27,35,53,32,22,55,19,19,8,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0,34,25,0,0,0,0,40,0,40,0,38,3,25,25,19,0,0,0,23,5,0,0,22,7,0,24,0,25,23,32,0,5,0,0,0,35,0,79,6,0,23,32,0,0,0,15,11,16,5,0,1,0,0,0,25,0,0,0,28,0,11,0,0,56,40,27,26,26,22,56,0,37,17,0,27,24,0,0,0,0,0,26,0,0,0,48,40,13,48,42,26,62,0,0,43,36,39,0,0,0,12,14,0,13,47,15,0,0,0,21,58,0,0,55,46,26,36,65,40,27,61,15,18,0,17,26,19,7,0,46,42,0,0,30,47,0,39,33,41,0,0,39,0,9,0,0,62,0,0,0,0,0,0,1,0,54,0,0,12,0,45,0,0,0,16,52,0,32,25,0,57,32,29,33,52,55,2,2,0,27,29,44,0,39,0,42,25,17,50,18,9,33,22,25,9,0,0,43,0,62,11,5,15,47,45,8,3,9,8,42,32,9,29,17,37,30,47,0,0,0,38,12,23,0,0,44,0,0,0,0,0,64,32,0,0,15,62,22,21,0,0,0,0,0,0,0,0,0,10,0,0,43,34,0,0,0,18,20,24,0,0,0,0,39,0,0,25,14,56,11,0,35,0,0,0,0,19,0,26,38,58,42,38,1,0,0,57,0,0,0,58,0,0,0,0,0,0,31,24,0,0,25,39,60,23,37,2,30,34,34,41,0,0,17,0,29,56,51,3,1,30,31,0,39,0,0,0,0,11,0,26,24,30,0,3,0,17,0,0,35,0,2,53,40,2,37,0,53,49,38,25,39,17,50,30,42
"cell258",59,27,38,29,32,43,58,55,23,66,23,30,15,37,51,26,29,55,25,45,11,23,59,56,42,52,57,31,39,38,46,29,29,52,32,12,0,2,0,0,0,1,0,1,7,1,6,6,11,8,14,44,17,51,23,45,57,28,26,49,39,42,43,48,30,34,35,21,58,41,34,29,50,47,57,40,37,52,40,33,52,45,23,33,53,52,68,41,33,25,27,34,39,22,30,1,23,23,50,33,58,36,0,1,29,1,0,0,57,24,0,29,51,19,30,50,0,35,0,33,0,0,28,44,35,32,36,9,8,32,36,29,7,44,33,36,0,0,0,25,0,58,25,26,38,33,63,2,54,31,0,36,21,0,2,2,6,25,0,41,33,56,0,4,0,0,0,21,1,23,0,28,44,20,21,34,24,32,63,72,0,0,34,31,0,42,26,24,44,47,3,30,0,0,54,21,22,34,56,20,81,62,37,53,52,39,54,28,32,3,0,21,14,47,0,23,46,44,0,38,0,0,3,53,43,46,48,24,19,51,21,26,0,29,2,0,2,42,58,40,0,0,0,36,0,68,42,0,40,34,1,33,3,39,40,3,32,27,37,27,17,37,38,22,2,28,37,0,24,44,88,54,38,1,0,33,35,23,5,51,29,0,48,41,30,0,2,0,22,35,52,19,62,27,25,15,33,33,47,25,41,36,0,55,4,64,40,2,76,27,2,17,28,53,14,0,30,51,57,33,37,25,20,52,26,37,2,82,23,1,1,0,53,27,0,21,63,31,54,35,6,0,46,15,33,65,19,0,30,23,31,77,33,38,0,1,15,16,34,19,5,43,34,42,25,0,1,0,21,37,34,46,1,29,45,1,0,61,43,0,56,42,28,48,2,31,0,3,44,46,45,0,19,68,13,0,25,49,31,1,47,41,4,14,9,22,39,40,0,35,0,27,59,45,50,2,19,24,49,25,0,0,20,0,33,21,0,8,4,32,24,0,39,1,53,29,32,70,14,26,15,14,22,56,14,20,41,48,35,25,1,53,51,29,0,1,37,45,43,23,27,18,57,46,46
"cell259",67,63,50,49,35,47,58,48,16,59,44,39,16,32,31,21,29,69,27,41,25,49,57,60,25,45,72,50,41,50,29,27,22,61,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,28,23,20,25,30,27,27,1,20,34,36,34,53,49,0,1,28,16,0,7,0,22,29,0,0,0,0,44,0,35,0,44,0,42,29,7,0,0,0,32,3,0,0,32,4,9,27,0,47,20,44,2,21,2,2,1,55,0,76,5,0,23,37,0,0,0,42,8,15,46,0,36,32,54,0,3,0,0,0,26,1,7,0,1,39,20,39,44,25,34,74,0,0,32,0,17,36,2,0,0,0,0,43,0,0,0,44,30,8,39,73,24,63,40,2,17,48,36,56,0,0,14,36,0,26,81,18,0,0,0,22,56,0,2,36,64,47,31,55,37,28,44,10,17,0,28,42,29,0,24,52,35,0,2,31,40,0,58,47,0,33,27,1,35,40,47,27,5,40,29,44,27,18,29,31,21,0,9,0,2,0,44,0,7,0,42,51,43,28,37,2,57,33,0,45,43,36,1,1,0,25,24,42,27,48,0,43,30,38,35,47,30,35,24,2,41,0,86,46,0,50,27,9,25,52,48,19,0,37,49,45,43,25,19,21,28,29,40,0,0,0,42,12,36,0,22,0,30,45,0,39,4,57,1,45,31,39,42,30,39,0,44,35,50,29,41,0,0,0,20,0,0,47,21,0,0,0,29,25,55,0,0,29,0,42,34,52,2,10,86,33,0,55,0,0,0,0,22,0,36,40,52,37,0,36,59,14,0,0,9,0,36,0,0,0,0,0,0,42,22,0,0,23,17,80,42,55,0,29,29,36,13,0,0,37,0,43,40,41,4,0,32,28,0,50,0,0,0,0,88,0,26,32,28,36,46,16,20,0,0,29,0,4,87,40,32,42,0,56,49,26,34,31,23,37,35,42
"cell260",77,51,57,37,44,52,50,46,20,76,50,27,22,23,55,26,36,24,19,44,31,27,48,50,35,31,45,37,28,31,51,31,27,42,38,18,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,24,0,17,0,30,29,0,0,0,0,37,0,34,0,36,0,43,35,18,0,0,0,34,5,0,0,30,13,0,61,0,55,13,32,0,8,0,0,0,70,0,58,5,0,13,27,0,0,0,17,19,17,3,0,5,0,0,0,29,0,0,0,36,0,3,0,0,64,39,26,45,30,29,64,0,24,9,0,22,32,0,0,0,0,0,32,0,0,0,41,20,28,37,40,21,62,0,0,29,26,35,0,0,0,28,23,0,32,71,12,0,0,0,21,68,0,3,42,50,25,42,60,27,29,51,17,18,0,26,32,27,9,3,51,39,0,0,22,39,0,61,28,42,6,0,30,0,29,0,2,39,0,0,0,0,9,0,0,1,26,1,0,25,0,67,0,0,0,30,72,0,49,33,1,48,39,25,42,45,25,2,0,0,39,26,45,0,66,0,42,18,28,65,45,9,35,30,9,51,0,0,72,0,55,16,11,6,29,48,24,6,41,40,50,39,32,26,26,56,37,81,0,0,0,35,9,40,0,0,54,0,0,0,0,0,65,74,0,0,42,66,17,48,0,0,0,0,0,0,1,0,0,18,0,0,39,44,0,0,0,36,32,30,0,0,0,0,53,0,0,23,23,57,24,0,58,0,0,0,0,29,0,28,28,49,39,25,3,2,1,50,0,0,0,43,0,0,0,0,0,0,21,39,0,0,22,22,63,52,65,9,26,44,42,34,0,0,26,0,38,42,41,4,3,42,29,1,40,0,0,0,0,63,0,32,27,30,0,14,0,23,0,0,47,0,8,50,57,9,35,0,63,60,31,22,67,17,50,36,27
"cell261",69,52,58,42,40,40,55,42,27,73,44,50,10,39,49,16,41,31,24,27,23,33,67,46,39,38,44,26,22,50,50,23,31,53,26,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,32,1,24,0,33,27,0,0,0,0,44,0,39,0,40,0,40,50,16,0,0,0,29,13,0,0,25,11,0,44,0,38,25,30,0,19,0,0,0,60,0,61,0,0,16,31,0,0,0,42,20,15,12,0,7,1,3,0,33,0,0,0,25,0,9,0,0,56,33,29,32,33,39,62,0,10,16,0,28,24,0,0,0,0,0,31,0,0,0,39,27,22,47,58,19,59,0,0,33,26,43,0,0,0,8,36,0,41,34,9,0,0,0,12,53,0,4,41,39,35,49,60,27,34,52,19,23,0,16,33,26,0,6,65,30,0,0,34,52,0,42,51,44,8,0,35,0,22,0,3,32,0,1,0,0,8,0,0,7,22,9,0,27,0,53,0,0,0,26,78,0,32,23,0,40,43,29,42,47,49,2,0,0,20,49,45,3,67,0,35,12,37,37,42,12,32,31,11,49,0,0,49,0,70,21,10,8,38,56,26,4,33,36,39,38,41,23,27,29,35,43,0,0,0,35,16,32,0,0,52,0,0,0,0,0,66,49,0,0,29,47,34,39,0,0,0,0,0,0,0,0,0,16,0,0,49,35,0,0,0,25,27,44,0,0,0,0,51,0,0,18,26,58,26,0,68,2,0,0,0,21,0,20,38,77,41,29,9,6,3,27,0,0,0,70,0,0,0,0,0,0,45,36,0,0,20,26,65,50,48,7,31,32,59,25,0,0,20,0,35,31,49,4,5,34,30,0,35,0,0,0,0,62,0,40,31,21,0,16,0,28,0,0,39,0,5,47,55,10,29,0,72,71,32,35,71,14,56,19,53
"cell262",74,72,44,52,58,29,55,43,30,111,49,54,22,38,61,35,56,41,30,59,35,34,49,40,44,47,47,53,46,56,54,42,31,66,37,33,4,0,2,3,0,8,8,39,44,29,38,24,41,22,43,60,29,36,50,43,64,27,40,53,15,35,38,43,44,39,46,38,72,41,27,29,59,53,73,56,39,64,52,37,48,76,25,38,35,63,50,51,32,29,23,26,40,17,21,2,34,28,40,28,42,38,0,0,30,3,0,0,66,34,0,42,62,30,25,59,0,52,0,50,0,0,25,37,73,34,49,17,4,40,44,37,4,73,43,44,0,0,0,48,2,53,34,30,50,46,64,3,48,19,1,52,27,0,2,3,2,36,0,24,47,56,0,0,1,0,0,25,1,24,0,27,44,43,40,23,21,34,52,42,0,0,58,32,0,33,27,27,32,44,0,29,3,0,62,42,8,49,59,27,80,54,34,45,34,51,60,37,29,1,1,25,20,68,0,31,58,60,0,36,0,4,4,50,43,41,66,39,22,41,24,14,0,27,0,0,1,38,79,46,0,0,0,31,0,57,43,3,43,28,9,33,0,19,48,2,47,27,54,33,24,25,41,31,0,29,48,0,21,84,84,53,33,0,0,49,30,38,1,59,35,2,52,61,52,4,0,0,40,50,38,18,60,15,29,18,6,30,51,20,25,44,1,74,30,75,50,0,60,26,3,12,33,50,20,4,43,48,62,39,36,38,23,54,0,2,0,75,33,2,0,1,86,33,0,42,68,35,60,68,0,0,78,34,42,33,22,0,59,24,50,42,33,43,0,53,17,19,68,29,6,42,65,31,45,0,0,0,37,52,41,51,0,41,40,0,6,55,16,0,59,40,42,50,0,32,1,2,41,72,33,0,26,79,17,0,21,54,26,0,61,53,13,24,29,56,29,30,0,32,0,36,74,25,74,2,38,37,57,10,0,0,11,0,44,46,0,2,1,54,35,0,58,0,49,29,49,87,29,51,20,28,29,54,19,19,24,44,45,31,0,54,53,34,0,0,43,81,39,36,30,25,37,44,52
"cell263",58,68,54,48,66,39,53,33,29,63,32,54,19,47,66,42,34,42,23,38,18,32,50,40,35,36,62,30,31,49,37,31,36,59,23,12,1,0,0,0,0,0,8,19,27,19,33,22,37,29,53,68,22,46,38,46,48,34,23,32,20,35,31,55,23,29,60,29,48,52,37,32,40,68,55,45,47,60,54,27,50,65,27,46,36,55,50,52,27,18,16,38,22,23,44,1,23,53,29,26,55,31,0,0,29,0,1,0,49,21,0,41,57,24,22,51,0,41,0,31,0,5,42,36,36,23,21,20,6,19,32,40,6,58,52,33,0,0,0,21,1,65,41,22,40,35,77,1,52,23,1,30,14,0,2,2,11,36,0,36,26,48,0,0,0,0,0,25,0,24,0,34,38,39,28,37,27,19,39,64,2,0,41,13,0,32,22,21,30,74,0,37,0,0,51,23,11,41,52,17,40,53,27,38,48,55,60,36,35,5,2,17,22,64,0,30,59,52,0,47,1,0,1,40,55,50,54,48,23,70,24,18,0,22,0,0,7,35,55,39,0,0,0,34,0,54,49,1,55,38,7,50,0,32,29,8,37,26,48,26,27,19,30,31,0,32,34,0,25,81,40,36,39,0,0,41,47,27,3,60,28,2,45,68,35,0,0,0,24,30,18,18,53,24,53,39,27,44,83,18,31,26,3,49,18,68,46,0,38,35,10,19,26,38,20,0,44,37,35,39,18,17,16,49,11,0,0,42,18,1,0,0,47,27,0,44,61,41,62,39,0,0,64,31,33,49,36,0,69,32,32,53,31,35,0,49,19,14,39,29,4,29,58,27,22,2,0,1,33,23,42,57,0,43,28,3,2,47,26,0,42,33,37,45,1,26,0,1,29,53,37,0,36,64,19,0,29,57,27,0,42,53,18,29,24,56,18,38,0,43,1,18,60,28,57,0,27,35,50,24,0,0,32,0,28,35,0,1,0,37,29,2,40,0,55,36,63,58,14,29,28,25,46,63,26,23,25,22,45,25,1,61,44,37,0,0,37,60,51,48,50,24,40,27,45
"cell264",70,56,47,42,56,56,61,48,38,69,42,38,15,26,55,9,46,36,14,33,17,47,48,49,25,35,37,29,22,42,46,34,42,44,19,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,27,0,26,0,30,33,0,0,0,0,71,0,46,0,42,0,57,41,19,0,0,0,25,3,0,0,27,23,0,57,0,38,16,38,0,14,0,0,0,54,0,64,3,0,29,24,0,0,0,29,9,7,16,0,17,0,3,0,40,0,0,0,24,0,6,0,0,50,41,34,31,37,32,55,0,11,18,0,37,24,0,0,0,0,0,28,0,0,0,81,30,16,52,54,35,61,0,0,31,49,53,0,0,0,11,37,0,24,68,14,0,0,0,16,44,0,2,53,48,40,50,60,28,30,36,19,28,0,25,38,23,0,1,76,66,0,0,33,36,0,49,39,25,1,0,28,0,11,0,0,40,0,0,0,0,0,0,0,2,37,10,0,19,0,53,0,0,0,30,52,1,40,21,1,51,42,16,47,45,38,1,4,0,23,68,48,0,79,0,40,21,27,48,52,11,27,29,8,32,0,0,47,0,57,17,4,13,37,44,14,5,36,40,47,44,27,19,17,47,46,80,0,0,0,36,12,51,0,0,36,3,0,0,0,0,47,51,0,0,23,47,33,37,0,0,1,0,0,0,0,0,0,25,0,0,40,31,0,0,0,15,25,43,0,0,0,0,58,0,0,33,26,52,21,2,55,0,0,0,1,22,1,40,35,56,28,40,14,21,0,29,0,0,0,60,0,0,0,0,0,0,27,36,0,0,19,26,49,22,47,0,36,46,43,16,0,0,44,0,26,38,48,1,3,29,17,0,29,3,0,0,0,68,0,34,22,29,0,18,0,19,0,0,45,0,0,48,29,11,29,1,45,57,33,38,45,18,39,43,42
