"","M1_TF1","M1_TF2","M1_TF3","M1_TF4","M1_TF5","M1_TF6","M1_TF7","M1_TF8","M1_TF9","M1_TF10","M1_TF11","M2_TF1","M2_TF2","M2_TF3","M2_TF4","M3_TF1","M3_TF2","M3_TF3","M3_TF4","M3_TF5","M4_TF1","M4_TF2","M5_TF1","M5_TF2","M5_TF3","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell230",48,25,36,13,16,31,29,44,27,34,21,0,0,0,0,28,52,50,17,39,0,0,0,0,0,17,62,25,0,0,0,53,13,9,0,21,0,3,22,0,17,28,3,18,39,0,24,0,0,35,33,26,28,18,17,23,13,0,48,25,35,36,44,24,25,31,20,4,19,0,10,38,0,24,60,35,26,26,26,51,26,0,34,34,21,14,36,26,0,34,29,14,35,30,64,20,67,0,15,0,42,0,44,0,35,26,28,0,0,56,36,26,15,55,0,0,0,31,31,26,0,35,36,33,24,45,17,30,3,18,28,25,23,30,47,36,21,14,21,25,0,32,22,0,19,29,22,50,0,45,31,0,0,0,18,24,48,22,0,0,0,32,4,19,0,10,0,19,14,24,34,23,0,1,18,38,23,33,33,3,36,0,0,0,33,45,17,0,39,0,0,0,0,26,0,6,1,59,34,30,41,14,16,1,0,38,1,0,18,25,47,31,36,45,34,31,59,18,24,5,0,22,41,19,17,19,6,28,14,0,41,22,23,3,0,37,1,11,7,30,21,19,0,0,41,18,40,31,41,0,46,51,16,2,0,24,10,29,0,66,45,53,35,51,46,21,24,56,0,15,34,62,1,40,0,53,42,36,4,22,23,51,24,0,0,0,55,31,0,0,0,23,21,0,40,51,31,44,1,16,0,1,46,3,26,47,48,0,48,49,37,19,5,0,0,19,0,32,0,0,0,0,18,16,11,19,0,19,41,11,28,27,0,35,22,27,29,20,37,33,0,17,14,0,0,0,0,0,16,0,13,2,21,20,0,0,46,28,0,28,0,0,12,0,52,23,34,20,5,58,46,57,49,31,59,33,0,36,0,32,33,58,46,17,0
"cell231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,23,7,20,22,20,12,13,28,5,22,1,9,0,0,20,4,6,0,19,0,8,21,0,5,28,6,19,25,0,30,0,0,21,24,11,10,8,6,15,14,0,28,16,12,18,15,20,32,23,12,8,8,0,15,20,1,13,19,14,10,23,18,46,14,0,21,15,15,6,18,20,0,25,18,16,11,23,29,15,24,1,27,1,6,0,16,2,16,20,15,0,0,20,13,15,13,32,1,3,0,11,22,18,0,11,38,33,35,13,13,19,0,12,17,18,25,18,25,13,16,13,7,18,2,7,21,2,7,19,25,30,0,22,14,0,0,4,10,2,10,2,2,29,9,19,0,13,3,2,0,14,10,4,14,13,9,8,0,11,9,9,9,21,0,11,0,1,1,21,0,0,16,0,0,0,0,12,4,16,8,18,17,16,12,5,12,11,0,1,3,6,17,13,3,11,16,14,15,23,11,12,0,7,2,11,13,2,1,5,5,1,3,14,11,0,20,0,1,25,2,19,6,23,15,8,0,0,27,29,13,8,6,0,35,10,5,10,0,14,8,8,4,27,7,9,17,17,19,13,15,18,0,16,12,23,6,15,19,34,17,21,4,2,13,22,10,0,25,10,0,0,19,12,22,0,0,12,22,14,11,12,7,2,2,14,20,8,21,2,21,9,21,8,19,20,7,23,15,11,13,6,15,15,13,20,7,11,3,0,7,4,4,10,18,5,6,1,12,7,5,1,13,8,11,6,3,22,13,0,8,0,5,4,2,0,1,7,0,10,29,13,0,7,0,0,5,8,12,15,21,9,7,6,3,32,24,21,32,16,0,15,0,26,13,24,24,8,0
"cell232",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,26,17,12,21,17,31,8,11,16,5,32,3,2,0,0,23,5,5,0,4,2,5,3,0,3,27,4,16,19,0,17,1,0,20,24,11,8,6,13,18,12,0,26,11,15,19,20,26,22,26,9,10,4,0,9,19,2,16,26,10,16,19,24,35,10,2,19,27,18,11,16,16,1,23,29,7,19,30,12,11,32,1,25,1,18,1,22,1,15,17,22,0,0,12,9,14,11,27,1,2,0,14,17,10,0,24,21,20,19,25,19,13,1,26,19,19,16,19,26,21,18,20,10,17,2,11,28,1,16,25,17,35,0,14,19,0,0,1,10,9,8,0,8,22,6,14,0,15,0,3,0,13,10,8,15,10,1,5,0,16,15,7,10,16,1,6,0,1,4,25,3,0,33,0,0,0,0,19,3,7,9,19,30,23,14,3,10,10,2,7,2,3,15,15,6,20,25,18,22,18,14,7,1,7,0,14,20,3,3,5,0,0,13,17,21,2,24,0,0,24,2,15,9,20,23,11,0,0,21,15,8,4,16,0,18,15,6,5,0,13,20,15,0,48,15,7,6,14,35,16,9,23,0,17,17,24,1,28,1,33,18,20,5,5,21,50,13,0,16,12,0,0,18,11,9,0,1,7,22,10,2,13,25,4,9,15,22,5,17,15,19,3,24,11,22,24,7,6,14,7,4,10,11,11,11,23,10,13,9,0,1,2,17,8,23,13,0,7,10,5,4,9,20,12,5,3,1,24,10,0,8,2,5,4,1,0,5,1,0,0,16,11,0,26,0,0,9,10,16,9,23,12,8,9,10,21,27,30,27,21,0,20,0,19,20,22,26,16,1
"cell233",0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,17,50,40,15,33,25,26,20,16,31,20,24,2,6,0,0,6,1,3,0,22,0,0,13,0,17,36,2,8,21,0,22,0,2,30,27,13,11,18,21,38,13,0,40,13,28,23,29,21,20,16,20,3,9,0,16,18,0,26,32,23,28,26,28,28,14,0,38,18,18,8,26,31,0,15,23,12,10,19,35,19,34,0,23,2,29,2,26,0,22,19,24,0,3,25,10,32,20,36,0,4,0,19,16,12,3,20,34,24,32,30,16,18,0,14,19,21,18,19,42,24,16,8,22,26,0,21,25,0,20,26,24,35,0,25,26,0,0,3,10,5,4,2,13,23,12,32,0,13,0,17,2,12,11,8,8,7,3,7,1,16,4,5,16,23,2,25,0,2,4,33,0,0,33,0,0,0,0,26,0,12,26,33,21,22,5,7,13,13,2,7,5,16,14,17,6,32,25,14,23,14,8,17,4,19,1,15,29,6,8,12,7,8,11,19,36,2,16,0,1,31,0,23,17,13,25,25,0,0,17,6,12,9,7,2,28,21,2,8,3,13,16,6,2,23,1,15,12,22,7,17,9,30,0,9,13,39,6,23,8,13,17,18,7,0,20,26,23,0,33,7,0,0,23,16,33,0,0,22,24,22,10,7,19,12,6,19,16,8,21,6,33,7,23,7,16,21,3,39,28,11,17,1,28,18,42,36,16,17,2,0,17,2,3,5,36,17,13,2,5,2,13,2,10,6,16,6,2,24,3,0,0,0,17,0,16,0,0,11,0,15,22,26,0,24,0,0,8,11,3,21,24,18,6,6,17,47,14,26,30,22,0,32,0,36,23,38,19,16,4
"cell234",34,26,35,31,12,37,13,28,15,34,12,0,0,0,0,22,48,32,12,26,0,0,0,0,0,25,24,21,0,0,0,37,16,15,0,35,4,4,15,0,2,42,3,17,30,0,32,0,2,21,31,17,23,20,16,20,22,0,49,25,8,35,30,19,31,12,21,8,22,0,24,23,0,20,29,46,13,21,33,31,18,0,39,17,17,13,27,29,0,35,23,26,27,29,50,32,59,0,18,0,26,0,35,0,10,12,20,0,2,11,21,39,15,30,0,0,0,23,14,27,0,11,46,40,24,26,21,27,0,28,27,12,14,20,35,20,15,12,30,13,0,22,42,0,21,26,23,47,0,27,33,0,0,0,10,4,25,21,0,0,0,23,0,11,0,0,0,26,12,11,21,26,0,0,11,20,26,22,31,0,7,0,0,0,29,35,17,0,23,0,0,0,0,16,0,4,0,34,15,14,30,7,16,1,0,28,0,0,18,20,36,26,35,40,31,28,27,22,13,1,0,21,29,19,12,19,12,15,28,0,33,21,27,0,1,36,1,30,32,27,34,34,0,0,16,12,17,31,23,0,40,32,10,0,0,21,21,38,0,37,36,34,15,42,25,18,17,16,0,8,16,39,0,31,0,61,18,26,5,8,36,35,16,0,0,0,21,37,0,0,0,13,35,0,24,25,18,38,0,24,0,15,30,0,44,25,33,0,48,20,24,16,25,0,0,20,0,15,0,0,0,0,13,34,16,13,0,15,16,7,54,16,0,20,9,29,16,11,17,31,0,8,41,0,0,0,2,4,3,0,11,3,13,13,0,0,34,17,0,20,0,1,4,3,21,18,24,11,17,27,26,53,34,31,33,22,0,40,0,22,38,46,47,17,6
"cell235",0,0,0,0,0,0,0,0,0,0,0,17,9,12,7,0,0,0,0,0,0,2,1,0,3,0,0,0,2,0,6,0,0,0,21,0,7,12,0,19,13,0,8,0,2,9,0,0,3,1,2,11,0,0,0,0,0,18,4,0,0,0,3,8,0,0,0,8,0,17,1,0,10,0,0,5,0,0,0,2,0,8,0,0,0,2,4,0,8,4,0,0,0,0,16,1,0,5,0,24,0,12,0,8,0,0,0,13,12,0,0,0,0,0,12,6,8,0,0,0,20,0,0,0,1,0,2,0,15,3,1,0,0,0,0,1,3,0,0,0,10,1,5,6,0,1,0,0,11,10,13,26,15,16,0,0,0,0,7,15,12,0,4,0,5,12,22,0,0,0,0,0,7,21,0,0,0,0,0,14,0,7,6,14,0,0,0,17,0,21,18,4,9,9,12,9,3,0,0,0,0,0,0,28,9,0,4,25,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,22,1,0,0,5,21,0,23,1,0,0,0,0,7,10,0,0,0,0,0,8,0,0,0,8,16,0,1,0,12,0,0,0,1,0,0,0,0,0,1,0,0,1,10,0,14,0,0,1,11,0,0,0,0,14,5,0,12,11,2,2,1,8,6,5,0,0,0,0,15,0,10,15,3,10,0,0,0,10,0,0,0,0,0,8,20,1,12,2,15,18,13,15,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,13,4,4,25,8,8,2,7,0,14,0,0,14,19,0,20,7,0,12,9,8,11,0,9,0,0,1,22,0,3,2,3,16,18,0,9,0,20,16,24,21,15,3
"cell236",0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,12,10,0,6,14,12,9,2,23,4,20,0,5,0,0,0,0,1,0,12,0,2,10,3,19,3,0,1,14,0,7,0,0,14,10,18,12,5,9,14,8,0,22,10,14,22,11,13,16,18,10,2,6,0,10,6,0,11,21,14,12,16,19,22,6,0,29,10,6,7,9,9,0,21,16,6,14,8,27,12,38,0,8,0,13,0,14,0,11,16,13,0,0,10,9,10,11,15,0,5,0,10,9,18,0,6,19,20,19,18,14,15,1,21,16,7,13,11,17,9,6,7,13,6,2,4,10,0,13,21,14,13,0,15,17,3,0,4,0,0,0,2,5,11,13,16,3,4,9,8,4,0,1,0,1,0,9,9,0,10,0,1,3,18,0,11,0,4,0,13,0,0,20,0,1,0,0,9,0,8,14,6,4,2,4,0,1,19,0,0,14,20,2,1,2,2,9,2,0,4,5,2,0,10,9,12,11,0,0,2,0,0,1,18,10,1,0,0,1,10,2,7,10,15,4,11,0,0,17,6,0,0,0,4,2,0,0,13,12,0,7,1,3,0,0,0,1,0,2,0,0,9,11,1,0,14,21,0,11,1,0,0,11,0,9,4,1,0,10,11,0,1,16,10,19,0,0,13,9,9,0,0,13,0,7,15,16,12,0,0,7,15,1,0,0,4,0,10,7,3,14,0,21,13,16,13,1,1,0,0,25,0,0,0,7,2,5,0,0,0,0,0,1,0,16,0,0,10,14,0,0,0,0,0,1,3,0,1,0,14,14,21,0,1,1,1,5,14,3,10,8,8,8,0,8,25,7,17,15,28,0,12,0,10,9,25,22,5,0
"cell237",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,24,20,9,33,29,28,14,16,15,6,15,2,9,0,0,14,3,3,3,22,0,4,19,0,9,16,0,7,35,0,16,0,0,13,12,9,9,4,13,19,12,0,18,16,27,11,8,17,29,14,26,3,3,0,12,27,0,27,19,24,18,24,27,24,11,1,32,21,13,13,17,28,0,31,44,13,7,21,42,10,30,0,14,3,13,0,32,0,14,16,22,0,0,17,13,23,11,31,1,3,0,28,20,8,0,18,12,38,35,20,14,35,2,15,20,17,21,14,30,21,21,8,18,19,0,20,23,0,22,20,19,47,0,15,18,0,0,0,14,0,2,0,5,24,20,36,0,15,3,31,9,6,5,4,20,9,6,1,5,13,4,4,16,29,1,17,0,0,4,23,1,0,21,0,0,0,0,10,3,8,14,24,16,10,23,3,18,19,4,10,16,16,19,27,9,16,12,22,26,13,15,7,5,15,0,11,20,5,7,5,6,5,11,20,24,2,10,2,0,29,4,24,15,13,18,12,0,0,27,25,11,3,11,6,11,14,7,17,4,9,32,13,1,18,4,11,2,13,10,13,8,13,0,18,7,44,10,19,23,14,18,9,9,1,30,17,11,0,15,20,0,0,29,15,14,0,0,15,28,15,6,3,10,5,9,15,43,7,14,10,16,10,18,5,17,27,2,27,10,0,24,0,41,12,18,25,11,20,1,3,7,2,4,2,38,16,5,11,16,12,3,3,10,1,6,8,0,10,3,0,3,0,15,0,8,0,3,9,0,3,24,22,0,13,0,1,18,8,3,13,23,12,8,6,17,31,11,15,24,13,0,7,0,12,25,19,28,5,2
"cell238",26,35,30,41,22,26,17,27,16,36,21,0,0,0,0,18,42,28,6,17,16,11,0,0,0,21,34,20,3,0,0,53,20,22,0,18,1,3,25,0,3,43,2,13,25,0,41,2,1,21,26,34,12,15,20,32,17,0,47,24,15,44,28,35,25,24,18,7,19,0,20,23,0,17,38,23,16,24,35,49,24,0,54,18,25,17,23,28,0,26,39,26,36,22,53,25,46,0,20,0,25,0,31,0,13,19,19,0,1,3,10,27,18,42,0,0,0,35,23,16,0,13,46,57,50,30,19,44,1,28,22,21,19,16,36,21,19,9,19,22,0,20,40,0,26,18,35,52,0,39,30,0,0,0,7,9,26,23,0,0,0,28,0,13,0,0,0,35,14,8,23,19,0,0,21,30,30,9,36,0,15,0,0,0,28,29,19,0,41,0,0,0,0,10,0,2,0,31,27,22,31,10,25,2,0,43,0,0,16,31,24,18,29,29,26,31,25,25,17,1,0,27,41,11,11,38,18,17,31,0,43,25,30,0,0,47,0,35,23,14,28,28,0,0,27,18,21,29,30,0,36,53,12,0,0,16,17,25,0,29,36,30,13,22,32,25,27,30,0,16,31,60,0,40,0,47,28,21,3,20,32,27,21,0,0,0,37,33,0,0,0,15,24,0,21,38,25,26,0,22,0,12,22,3,36,27,25,0,44,20,24,35,29,0,0,21,0,18,0,0,0,0,15,27,14,10,0,18,13,13,44,21,1,19,23,18,22,6,25,19,0,19,33,0,0,0,0,1,12,0,14,7,17,11,0,0,40,14,0,27,0,2,5,3,18,11,21,22,14,45,26,26,38,36,34,35,0,31,0,17,23,49,49,9,3
"cell239",2,10,6,8,1,1,2,0,2,4,3,0,0,0,0,17,15,18,7,10,10,27,6,2,9,2,11,6,0,0,3,28,2,12,3,14,6,8,7,0,2,13,12,10,9,0,11,0,2,8,21,4,11,5,6,10,5,0,11,11,6,25,15,17,13,7,8,3,9,2,14,28,9,7,10,14,11,9,14,26,2,7,4,9,11,7,10,6,1,14,17,6,4,8,17,1,20,3,7,18,4,9,2,5,4,9,9,0,2,5,3,6,7,9,9,0,2,13,4,3,1,6,23,24,9,10,8,21,6,8,13,5,8,8,4,19,14,11,12,7,0,5,19,3,8,15,3,16,0,11,3,0,0,0,5,8,13,11,3,7,2,20,0,18,0,0,0,12,5,9,14,10,0,0,10,13,16,16,13,0,14,3,0,0,19,10,6,0,16,0,0,0,0,12,9,3,0,23,19,5,17,14,6,0,0,5,0,0,6,12,5,16,22,22,13,6,15,10,8,5,0,12,12,9,3,7,6,5,13,0,26,10,15,3,2,13,7,10,7,6,14,11,0,6,11,4,18,10,16,0,26,17,12,0,0,11,8,15,0,23,18,15,14,16,25,7,18,18,0,6,7,21,1,15,0,28,11,5,3,14,21,18,21,0,10,6,2,9,18,11,13,5,3,8,13,10,15,14,1,12,0,1,15,2,19,12,12,0,23,13,11,15,9,5,12,9,0,11,1,1,0,1,12,13,4,5,0,7,11,4,19,12,0,12,8,16,6,10,7,6,1,7,11,10,0,0,27,0,5,18,0,1,8,9,0,0,5,14,1,11,0,0,6,0,11,10,11,10,7,10,18,2,13,9,10,22,0,12,0,20,16,24,24,5,1
"cell240",70,61,66,35,36,40,18,34,34,36,28,0,0,0,0,41,61,76,24,48,41,34,2,0,0,23,37,41,3,0,0,87,23,16,3,41,0,2,42,0,25,35,2,32,64,0,53,0,0,28,38,59,22,30,37,22,40,0,66,49,28,57,36,29,62,51,34,4,38,0,10,52,0,28,64,23,36,61,31,126,33,0,66,59,28,19,49,62,0,48,76,53,37,24,80,49,80,0,33,7,42,0,43,0,35,35,26,0,0,46,40,35,25,70,1,0,0,44,43,20,0,38,38,42,41,55,28,45,1,44,33,42,30,43,49,60,30,23,22,32,3,35,34,0,27,46,29,94,0,47,48,0,0,4,27,19,51,37,0,1,0,47,0,23,0,11,0,41,40,37,17,41,0,0,27,48,28,38,37,10,47,1,0,0,45,43,12,0,45,0,0,0,0,22,0,6,0,63,46,27,30,38,20,0,0,45,0,0,32,57,52,41,63,65,51,29,74,23,38,13,0,26,43,24,22,35,9,25,29,0,42,38,32,1,1,63,4,25,16,22,22,48,0,0,53,51,54,45,58,0,69,56,14,1,0,31,39,41,0,70,56,49,36,51,70,50,39,52,0,29,32,67,0,41,0,65,36,34,3,28,45,53,50,0,3,0,59,59,1,2,0,20,13,5,34,27,39,31,0,43,2,7,50,2,48,44,54,0,60,45,29,30,14,0,0,33,0,32,0,0,0,0,21,38,6,20,0,24,31,31,47,31,0,55,42,45,38,22,52,42,0,29,71,5,0,0,0,0,25,0,37,2,29,22,0,0,60,45,2,44,0,0,16,8,54,24,55,19,11,64,48,74,51,40,51,48,0,43,0,41,52,77,75,32,9
"cell241",0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,6,8,0,5,12,9,8,2,12,12,18,1,15,0,0,1,0,0,0,8,0,6,4,0,16,3,1,3,11,0,21,0,1,22,9,14,3,7,2,14,7,0,16,9,8,21,11,13,25,12,15,3,7,0,8,12,0,14,15,11,6,13,16,18,9,0,15,13,8,6,8,15,0,19,26,4,6,9,26,5,25,0,7,2,9,0,6,0,7,17,9,0,0,24,14,20,5,13,5,8,0,15,13,5,0,7,15,24,8,17,7,8,2,13,8,21,13,9,18,13,10,11,14,4,0,10,11,0,19,17,14,22,0,12,14,0,0,5,1,0,0,0,10,16,9,16,0,4,14,9,4,0,2,0,0,0,19,8,0,11,2,0,5,10,0,10,0,1,0,3,0,0,19,0,0,0,0,5,0,9,3,6,13,9,3,0,0,10,0,0,9,13,1,3,2,0,11,0,3,11,3,0,0,24,6,7,14,0,0,2,0,0,2,26,17,0,15,1,0,17,0,13,8,4,15,8,0,1,16,10,0,0,0,16,1,0,0,7,22,0,2,1,5,1,0,0,0,0,1,0,0,8,2,0,0,12,18,1,13,0,2,0,9,0,7,2,3,0,9,10,0,0,15,8,10,0,0,9,4,9,4,0,4,0,15,21,11,13,0,0,7,9,4,0,0,2,0,16,11,5,21,0,18,7,19,23,0,4,0,1,32,0,0,0,18,1,12,0,0,0,2,0,1,0,18,0,0,14,14,0,1,0,4,0,8,2,0,6,0,22,19,10,0,1,0,0,13,6,0,6,8,6,6,5,0,19,6,16,10,14,0,9,0,9,12,24,28,7,0
"cell242",0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,2,4,1,0,9,4,12,7,8,16,10,20,0,10,0,0,1,1,1,0,11,0,3,4,0,10,1,4,0,23,0,19,0,1,16,12,8,6,7,6,12,3,0,10,11,3,8,10,14,26,7,22,3,3,0,6,8,0,12,11,9,7,15,13,15,10,3,12,13,8,4,20,12,0,15,10,7,4,10,24,5,16,0,10,5,6,0,25,0,10,9,9,0,5,9,9,7,1,16,3,3,0,8,10,4,0,7,16,22,4,10,19,8,2,10,9,14,21,5,4,8,8,5,9,7,0,12,10,1,11,23,15,11,0,11,13,1,3,5,0,0,0,0,2,16,5,7,0,5,10,9,7,0,0,0,0,0,11,9,0,6,0,0,1,11,0,11,0,5,0,3,0,1,16,0,0,0,0,9,0,10,12,6,3,8,2,0,0,19,0,0,15,19,1,1,0,0,13,0,3,11,0,0,0,18,11,8,14,0,0,0,0,0,2,23,14,0,9,0,0,9,2,10,11,5,7,8,1,0,17,7,0,0,0,10,1,0,0,7,13,0,1,0,6,0,0,0,0,1,5,1,0,8,3,0,0,9,10,0,13,0,0,0,8,0,8,1,0,3,8,14,0,1,12,5,7,0,0,8,2,0,2,0,7,0,14,19,16,15,0,0,10,11,1,0,0,2,0,22,19,2,21,2,18,9,9,17,0,3,0,1,22,0,0,0,4,0,9,0,0,0,2,0,3,0,14,0,0,11,3,0,0,0,5,0,5,1,0,5,0,20,18,22,0,1,0,0,5,7,0,11,6,5,3,2,3,17,5,7,15,15,0,6,0,15,15,14,22,8,3
"cell243",0,0,0,0,0,0,0,0,0,0,0,12,12,5,9,0,0,0,0,0,0,0,0,1,3,1,0,0,8,0,17,0,0,0,14,0,14,13,0,8,7,0,26,0,0,9,0,0,21,0,2,7,4,0,0,0,0,9,5,0,0,0,2,5,0,0,0,11,0,10,1,0,15,0,0,8,2,0,0,0,0,15,0,0,0,0,5,2,10,8,1,0,0,0,13,0,0,5,0,22,0,11,0,10,0,0,0,20,9,0,0,0,0,0,5,4,7,0,0,0,14,0,0,0,1,0,0,0,20,0,1,0,0,0,2,0,5,0,2,0,7,0,1,8,0,0,0,0,4,14,17,11,13,11,0,0,0,0,5,20,6,0,4,0,10,17,13,0,0,0,0,0,17,14,0,0,0,0,0,21,0,6,4,8,0,0,0,8,0,17,21,6,14,4,8,4,6,0,0,1,0,0,0,16,2,0,8,24,1,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,15,0,0,0,12,13,0,19,0,0,0,0,0,10,18,0,0,0,0,0,14,0,0,0,11,25,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,1,10,0,13,0,0,0,14,0,0,0,1,18,1,0,7,8,0,2,0,11,7,2,0,0,0,0,7,0,18,12,3,7,0,0,0,13,0,0,0,0,0,10,16,2,10,10,22,4,20,9,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,14,8,12,12,16,12,0,13,0,9,0,0,13,27,0,16,2,0,11,6,6,17,0,7,0,0,0,21,0,0,0,2,6,10,0,10,0,11,15,13,15,1,2
"cell244",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,29,24,5,29,23,21,8,11,32,0,20,3,8,0,0,12,4,10,0,15,2,7,21,0,12,16,5,12,37,0,23,0,0,6,24,18,7,9,7,15,9,0,21,13,11,25,13,17,22,27,24,8,5,0,15,26,2,12,26,5,10,37,30,38,13,1,19,23,10,6,19,6,0,23,27,14,7,21,18,9,32,2,22,0,18,1,15,1,17,18,9,0,0,24,6,14,12,25,1,4,0,14,26,11,0,12,32,19,27,27,19,27,1,15,23,32,17,14,22,16,27,9,13,16,0,9,30,0,6,12,20,35,0,19,17,0,0,2,12,2,9,0,10,32,2,13,0,14,3,3,1,17,6,3,9,3,5,6,2,21,5,1,10,12,1,13,0,2,4,18,0,0,33,0,0,0,0,13,5,10,5,14,7,18,6,6,12,7,0,7,3,6,12,21,4,12,9,13,21,19,8,16,3,7,5,14,14,0,0,4,2,2,12,10,16,1,19,0,0,17,3,20,13,28,22,10,0,0,25,21,14,10,8,3,23,17,8,13,0,10,9,7,1,25,13,15,15,21,29,28,18,13,1,26,16,26,2,25,10,29,16,18,8,3,19,19,8,0,14,22,0,0,17,13,17,0,1,12,24,17,11,8,24,2,10,10,16,5,12,6,13,7,18,3,10,18,4,17,14,7,22,13,15,10,9,23,13,13,5,0,4,5,14,7,25,7,2,1,12,7,1,2,18,5,9,5,0,34,7,0,8,1,11,3,5,1,0,3,0,0,19,25,0,17,0,0,10,17,16,13,11,21,5,8,7,31,26,10,16,24,0,16,0,15,16,30,30,10,0
